2024-10-11 22:00:09,065 - ERROR: Error occurred at 2024-10-11 22:00:09 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device cf0103083f80000000010002874a!
2024-11-08 22:00:43,301 - ERROR: Error occurred at 2024-11-08 22:00:43 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-08 22:01:03,353 - ERROR: Error occurred at 2024-11-08 22:01:03 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-11-08 22:01:23,409 - ERROR: Error occurred at 2024-11-08 22:01:23 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-09 22:00:23,383 - ERROR: Error occurred at 2024-11-09 22:00:23 - TCP IP: 10.68.111.168, Port: 2402, Run: 1, METERID: MET0337. Error: TimeoutError: timed out
2024-11-09 22:00:43,424 - ERROR: Error occurred at 2024-11-09 22:00:43 - TCP IP: 10.68.111.168, Port: 2404, Run: 2, METERID: MET0337. Error: TimeoutError: timed out
2024-11-09 22:01:03,477 - ERROR: Error occurred at 2024-11-09 22:01:03 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-09 22:01:23,533 - ERROR: Error occurred at 2024-11-09 22:01:23 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-09 22:01:45,739 - ERROR: Error occurred at 2024-11-09 22:01:45 - TCP IP: 10.68.110.115, Port: 2404, Run: 2, METERID: MET0361. Error: TimeoutError: timed out
2024-11-09 22:02:05,795 - ERROR: Error occurred at 2024-11-09 22:02:05 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-10 22:00:18,371 - ERROR: Error occurred at 2024-11-10 22:00:18 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
2024-11-10 22:00:37,567 - ERROR: Error occurred at 2024-11-10 22:00:37 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
2024-11-10 22:00:57,649 - ERROR: Error occurred at 2024-11-10 22:00:57 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-11 22:01:04,350 - ERROR: Error occurred at 2024-11-11 22:01:04 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-11 22:01:23,494 - ERROR: Error occurred at 2024-11-11 22:01:23 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
2024-11-11 22:01:43,540 - ERROR: Error occurred at 2024-11-11 22:01:43 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-12 22:00:22,718 - ERROR: Error occurred at 2024-11-12 22:00:22 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-12 22:00:36,313 - ERROR: Error occurred at 2024-11-12 22:00:36 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
2024-11-12 22:00:56,469 - ERROR: Error occurred at 2024-11-12 22:00:56 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-13 22:00:22,551 - ERROR: Error occurred at 2024-11-13 22:00:22 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-13 22:00:42,606 - ERROR: Error occurred at 2024-11-13 22:00:42 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-13 22:01:02,653 - ERROR: Error occurred at 2024-11-13 22:01:02 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-14 22:00:23,166 - ERROR: Error occurred at 2024-11-14 22:00:23 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-14 22:00:43,319 - ERROR: Error occurred at 2024-11-14 22:00:43 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-14 22:01:05,427 - ERROR: Error occurred at 2024-11-14 22:01:05 - TCP IP: 10.68.110.115, Port: 2404, Run: 2, METERID: MET0361. Error: TimeoutError: timed out
2024-11-14 22:01:25,483 - ERROR: Error occurred at 2024-11-14 22:01:25 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-15 22:01:57,107 - ERROR: Error occurred at 2024-11-15 22:01:57 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-15 22:02:17,151 - ERROR: Error occurred at 2024-11-15 22:02:17 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-15 22:02:37,194 - ERROR: Error occurred at 2024-11-15 22:02:37 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-16 22:00:22,749 - ERROR: Error occurred at 2024-11-16 22:00:22 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-16 22:00:32,541 - ERROR: Error occurred at 2024-11-16 22:00:32 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
2024-11-16 22:00:52,594 - ERROR: Error occurred at 2024-11-16 22:00:52 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-17 22:01:39,689 - ERROR: Error occurred at 2024-11-17 22:01:39 - TCP IP: 10.72.191.200, Port: 2402, Run: 1, METERID: MET0551. Error: TimeoutError: timed out
2024-11-17 22:01:59,744 - ERROR: Error occurred at 2024-11-17 22:01:59 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-17 22:02:19,923 - ERROR: Error occurred at 2024-11-17 22:02:19 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-17 22:02:39,967 - ERROR: Error occurred at 2024-11-17 22:02:39 - TCP IP: 10.68.111.117, Port: 2402, Run: 1, METERID: MET0455. Error: TimeoutError: timed out
2024-11-17 22:03:00,027 - ERROR: Error occurred at 2024-11-17 22:02:59 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-18 22:00:24,603 - ERROR: Error occurred at 2024-11-18 22:00:24 - TCP IP: 10.68.110.18, Port: 2101, Run: 1, METERID: MET0454. Error: TimeoutError: timed out
2024-11-18 22:00:44,646 - ERROR: Error occurred at 2024-11-18 22:00:44 - TCP IP: 10.68.110.18, Port: 2102, Run: 2, METERID: MET0454. Error: TimeoutError: timed out
2024-11-18 22:01:04,697 - ERROR: Error occurred at 2024-11-18 22:01:04 - TCP IP: 10.72.191.200, Port: 2402, Run: 1, METERID: MET0551. Error: TimeoutError: timed out
2024-11-18 22:01:24,754 - ERROR: Error occurred at 2024-11-18 22:01:24 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-18 22:01:27,521 - ERROR: Error occurred at 2024-11-18 22:01:27 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
2024-11-18 22:01:49,625 - ERROR: Error occurred at 2024-11-18 22:01:49 - TCP IP: 10.68.111.117, Port: 2402, Run: 1, METERID: MET0455. Error: TimeoutError: timed out
2024-11-18 22:02:09,669 - ERROR: Error occurred at 2024-11-18 22:02:09 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-19 22:00:24,073 - ERROR: Error occurred at 2024-11-19 22:00:24 - TCP IP: 10.72.191.200, Port: 2402, Run: 1, METERID: MET0551. Error: TimeoutError: timed out
2024-11-19 22:00:44,124 - ERROR: Error occurred at 2024-11-19 22:00:44 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-19 22:00:51,771 - ERROR: Error occurred at 2024-11-19 22:00:51 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
2024-11-19 22:01:11,824 - ERROR: Error occurred at 2024-11-19 22:01:11 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-20 22:00:24,554 - ERROR: Error occurred at 2024-11-20 22:00:24 - TCP IP: 10.72.191.200, Port: 2402, Run: 1, METERID: MET0551. Error: TimeoutError: timed out
2024-11-20 22:00:44,606 - ERROR: Error occurred at 2024-11-20 22:00:44 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-20 22:00:52,233 - ERROR: Error occurred at 2024-11-20 22:00:52 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
2024-11-20 22:01:12,289 - ERROR: Error occurred at 2024-11-20 22:01:12 - TCP IP: 10.72.191.214, Port: 4001, Run: 1, METERID: MET0608. Error: TimeoutError: timed out
2024-11-20 22:01:32,454 - ERROR: Error occurred at 2024-11-20 22:01:32 - TCP IP: 10.72.191.214, Port: 4002, Run: 2, METERID: MET0608. Error: TimeoutError: timed out
2024-11-20 22:01:52,508 - ERROR: Error occurred at 2024-11-20 22:01:52 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-21 22:00:23,790 - ERROR: Error occurred at 2024-11-21 22:00:23 - TCP IP: 10.72.191.200, Port: 2402, Run: 1, METERID: MET0551. Error: TimeoutError: timed out
2024-11-21 22:00:43,843 - ERROR: Error occurred at 2024-11-21 22:00:43 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-21 22:01:03,886 - ERROR: Error occurred at 2024-11-21 22:01:03 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-21 22:01:23,943 - ERROR: Error occurred at 2024-11-21 22:01:23 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-11-21 22:01:44,119 - ERROR: Error occurred at 2024-11-21 22:01:43 - TCP IP: 10.72.191.214, Port: 4001, Run: 1, METERID: MET0608. Error: TimeoutError: timed out
2024-11-21 22:02:04,162 - ERROR: Error occurred at 2024-11-21 22:02:04 - TCP IP: 10.72.191.214, Port: 4002, Run: 2, METERID: MET0608. Error: TimeoutError: timed out
2024-11-21 22:02:24,212 - ERROR: Error occurred at 2024-11-21 22:02:24 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-22 22:00:24,366 - ERROR: Error occurred at 2024-11-22 22:00:24 - TCP IP: 10.72.191.200, Port: 2402, Run: 1, METERID: MET0551. Error: TimeoutError: timed out
2024-11-22 22:00:44,422 - ERROR: Error occurred at 2024-11-22 22:00:44 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-22 22:00:52,614 - ERROR: Error occurred at 2024-11-22 22:00:52 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
2024-11-22 22:01:12,659 - ERROR: Error occurred at 2024-11-22 22:01:12 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-11-22 22:01:32,833 - ERROR: Error occurred at 2024-11-22 22:01:32 - TCP IP: 10.72.191.214, Port: 4001, Run: 1, METERID: MET0608. Error: TimeoutError: timed out
2024-11-22 22:01:52,890 - ERROR: Error occurred at 2024-11-22 22:01:52 - TCP IP: 10.72.191.214, Port: 4002, Run: 2, METERID: MET0608. Error: TimeoutError: timed out
2024-11-22 22:02:12,947 - ERROR: Error occurred at 2024-11-22 22:02:12 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-23 22:00:24,396 - ERROR: Error occurred at 2024-11-23 22:00:24 - TCP IP: 10.72.191.200, Port: 2402, Run: 1, METERID: MET0551. Error: TimeoutError: timed out
2024-11-23 22:00:44,438 - ERROR: Error occurred at 2024-11-23 22:00:44 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-23 22:01:04,479 - ERROR: Error occurred at 2024-11-23 22:01:04 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-23 22:01:24,535 - ERROR: Error occurred at 2024-11-23 22:01:24 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-11-23 22:01:44,588 - ERROR: Error occurred at 2024-11-23 22:01:44 - TCP IP: 10.72.191.214, Port: 4001, Run: 1, METERID: MET0608. Error: TimeoutError: timed out
2024-11-23 22:02:04,632 - ERROR: Error occurred at 2024-11-23 22:02:04 - TCP IP: 10.72.191.214, Port: 4002, Run: 2, METERID: MET0608. Error: TimeoutError: timed out
2024-11-23 22:02:24,676 - ERROR: Error occurred at 2024-11-23 22:02:24 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-24 22:00:23,933 - ERROR: Error occurred at 2024-11-24 22:00:23 - TCP IP: 10.72.191.200, Port: 2402, Run: 1, METERID: MET0551. Error: TimeoutError: timed out
2024-11-24 22:00:34,395 - ERROR: Error occurred at 2024-11-24 22:00:34 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
2024-11-24 22:00:54,449 - ERROR: Error occurred at 2024-11-24 22:00:54 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-24 22:01:14,496 - ERROR: Error occurred at 2024-11-24 22:01:14 - TCP IP: 10.72.191.214, Port: 4001, Run: 1, METERID: MET0608. Error: TimeoutError: timed out
2024-11-24 22:01:34,538 - ERROR: Error occurred at 2024-11-24 22:01:34 - TCP IP: 10.72.191.214, Port: 4002, Run: 2, METERID: MET0608. Error: TimeoutError: timed out
2024-11-24 22:01:54,592 - ERROR: Error occurred at 2024-11-24 22:01:54 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-25 22:00:23,445 - ERROR: Error occurred at 2024-11-25 22:00:23 - TCP IP: 10.72.191.200, Port: 2402, Run: 1, METERID: MET0551. Error: TimeoutError: timed out
2024-11-25 22:00:43,500 - ERROR: Error occurred at 2024-11-25 22:00:43 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-25 22:01:03,554 - ERROR: Error occurred at 2024-11-25 22:01:03 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-25 22:01:23,734 - ERROR: Error occurred at 2024-11-25 22:01:23 - TCP IP: 10.72.191.214, Port: 4001, Run: 1, METERID: MET0608. Error: TimeoutError: timed out
2024-11-25 22:01:43,789 - ERROR: Error occurred at 2024-11-25 22:01:43 - TCP IP: 10.72.191.214, Port: 4002, Run: 2, METERID: MET0608. Error: TimeoutError: timed out
2024-11-25 22:02:03,845 - ERROR: Error occurred at 2024-11-25 22:02:03 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-26 22:00:24,255 - ERROR: Error occurred at 2024-11-26 22:00:24 - TCP IP: 10.72.191.200, Port: 2402, Run: 1, METERID: MET0551. Error: TimeoutError: timed out
2024-11-26 22:00:39,327 - ERROR: Error occurred at 2024-11-26 22:00:39 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
2024-11-26 22:00:47,615 - ERROR: Error occurred at 2024-11-26 22:00:47 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: [WinError 10060] A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond
2024-11-26 22:01:07,661 - ERROR: Error occurred at 2024-11-26 22:01:07 - TCP IP: 10.72.191.214, Port: 4001, Run: 1, METERID: MET0608. Error: TimeoutError: timed out
2024-11-26 22:01:27,703 - ERROR: Error occurred at 2024-11-26 22:01:27 - TCP IP: 10.72.191.214, Port: 4002, Run: 2, METERID: MET0608. Error: TimeoutError: timed out
2024-11-26 22:01:47,762 - ERROR: Error occurred at 2024-11-26 22:01:47 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-26 22:01:52,872 - ERROR: Error occurred at 2024-11-26 22:01:52 - TCP IP: 10.68.111.191, Port: 2402, Run: 1, METERID: MET0347. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 01e0fe!
2024-11-27 22:00:24,457 - ERROR: Error occurred at 2024-11-27 22:00:24 - TCP IP: 10.72.191.200, Port: 2402, Run: 1, METERID: MET0551. Error: TimeoutError: timed out
2024-11-27 22:00:44,508 - ERROR: Error occurred at 2024-11-27 22:00:44 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-27 22:00:59,715 - ERROR: Error occurred at 2024-11-27 22:00:59 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: ConnectionRefusedError: [WinError 10061] No connection could be made because the target machine actively refused it
2024-11-27 22:01:19,792 - ERROR: Error occurred at 2024-11-27 22:01:19 - TCP IP: 10.72.191.214, Port: 4001, Run: 1, METERID: MET0608. Error: TimeoutError: timed out
2024-11-27 22:01:39,846 - ERROR: Error occurred at 2024-11-27 22:01:39 - TCP IP: 10.72.191.214, Port: 4002, Run: 2, METERID: MET0608. Error: TimeoutError: timed out
2024-11-27 22:01:45,263 - ERROR: Error occurred at 2024-11-27 22:01:45 - TCP IP: 10.68.111.151, Port: 2404, Run: 2, METERID: MET0286. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device fdfbfff7fff7f5ef!
2024-11-27 22:02:05,319 - ERROR: Error occurred at 2024-11-27 22:02:05 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-28 22:01:01,891 - ERROR: Error occurred at 2024-11-28 22:01:01 - TCP IP: 10.72.191.149, Port: 2402, Run: 1, METERID: MET0306. Error: TimeoutError: timed out
2024-11-28 22:02:10,370 - ERROR: Error occurred at 2024-11-28 22:02:10 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-28 22:02:30,422 - ERROR: Error occurred at 2024-11-28 22:02:30 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-28 22:02:50,466 - ERROR: Error occurred at 2024-11-28 22:02:50 - TCP IP: 10.68.111.118, Port: 2402, Run: 1, METERID: MET0125. Error: TimeoutError: timed out
2024-11-28 22:03:10,509 - ERROR: Error occurred at 2024-11-28 22:03:10 - TCP IP: 10.72.191.214, Port: 4001, Run: 1, METERID: MET0608. Error: TimeoutError: timed out
2024-11-28 22:03:30,568 - ERROR: Error occurred at 2024-11-28 22:03:30 - TCP IP: 10.72.191.214, Port: 4002, Run: 2, METERID: MET0608. Error: TimeoutError: timed out
2024-11-28 22:03:35,777 - ERROR: Error occurred at 2024-11-28 22:03:35 - TCP IP: 10.68.111.151, Port: 2404, Run: 2, METERID: MET0286. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device fdfbfff7fff7f5ef!
2024-11-28 22:03:55,833 - ERROR: Error occurred at 2024-11-28 22:03:55 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-29 22:00:23,588 - ERROR: Error occurred at 2024-11-29 22:00:23 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-29 22:00:43,640 - ERROR: Error occurred at 2024-11-29 22:00:43 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-29 22:01:03,692 - ERROR: Error occurred at 2024-11-29 22:01:03 - TCP IP: 10.72.191.214, Port: 4001, Run: 1, METERID: MET0608. Error: TimeoutError: timed out
2024-11-29 22:01:23,869 - ERROR: Error occurred at 2024-11-29 22:01:23 - TCP IP: 10.72.191.214, Port: 4002, Run: 2, METERID: MET0608. Error: TimeoutError: timed out
2024-11-29 22:01:28,963 - ERROR: Error occurred at 2024-11-29 22:01:28 - TCP IP: 10.68.111.151, Port: 2404, Run: 2, METERID: MET0286. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device fdfbfff7fff7f5ef!
2024-11-29 22:01:49,017 - ERROR: Error occurred at 2024-11-29 22:01:48 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-11-30 22:00:24,018 - ERROR: Error occurred at 2024-11-30 22:00:23 - TCP IP: 10.72.191.149, Port: 2402, Run: 1, METERID: MET0306. Error: TimeoutError: timed out
2024-11-30 22:00:44,060 - ERROR: Error occurred at 2024-11-30 22:00:44 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-11-30 22:01:04,123 - ERROR: Error occurred at 2024-11-30 22:01:04 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-11-30 22:01:24,186 - ERROR: Error occurred at 2024-11-30 22:01:24 - TCP IP: 10.72.191.214, Port: 4001, Run: 1, METERID: MET0608. Error: TimeoutError: timed out
2024-11-30 22:01:44,241 - ERROR: Error occurred at 2024-11-30 22:01:44 - TCP IP: 10.72.191.214, Port: 4002, Run: 2, METERID: MET0608. Error: TimeoutError: timed out
2024-11-30 22:01:49,461 - ERROR: Error occurred at 2024-11-30 22:01:49 - TCP IP: 10.68.111.151, Port: 2404, Run: 2, METERID: MET0286. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device fdfbfff7fff7f5ef!
2024-11-30 22:02:09,520 - ERROR: Error occurred at 2024-11-30 22:02:09 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-12-01 22:01:02,358 - ERROR: Error occurred at 2024-12-01 22:01:02 - TCP IP: 10.68.111.62, Port: 2402, Run: 1, METERID: MET0717. Error: TimeoutError: timed out
2024-12-01 22:01:22,414 - ERROR: Error occurred at 2024-12-01 22:01:22 - TCP IP: 10.68.111.62, Port: 2404, Run: 2, METERID: MET0717. Error: TimeoutError: timed out
2024-12-01 22:01:42,487 - ERROR: Error occurred at 2024-12-01 22:01:42 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-12-01 22:02:02,542 - ERROR: Error occurred at 2024-12-01 22:02:02 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-12-01 22:02:22,616 - ERROR: Error occurred at 2024-12-01 22:02:22 - TCP IP: 10.72.191.214, Port: 4001, Run: 1, METERID: MET0608. Error: TimeoutError: timed out
2024-12-01 22:02:42,670 - ERROR: Error occurred at 2024-12-01 22:02:42 - TCP IP: 10.72.191.214, Port: 4002, Run: 2, METERID: MET0608. Error: TimeoutError: timed out
2024-12-01 22:02:47,907 - ERROR: Error occurred at 2024-12-01 22:02:47 - TCP IP: 10.68.111.151, Port: 2404, Run: 2, METERID: MET0286. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device fdfbfff7fff7f5ef!
2024-12-01 22:03:07,965 - ERROR: Error occurred at 2024-12-01 22:03:07 - TCP IP: 10.68.111.248, Port: 2402, Run: 1, METERID: MET0603. Error: TimeoutError: timed out
2024-12-02 22:01:58,394 - ERROR: Error occurred at 2024-12-02 22:01:58 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-12-02 22:02:18,437 - ERROR: Error occurred at 2024-12-02 22:02:18 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-12-02 22:02:38,492 - ERROR: Error occurred at 2024-12-02 22:02:38 - TCP IP: 10.72.191.214, Port: 4001, Run: 1, METERID: MET0608. Error: TimeoutError: timed out
2024-12-02 22:02:58,545 - ERROR: Error occurred at 2024-12-02 22:02:58 - TCP IP: 10.72.191.214, Port: 4002, Run: 2, METERID: MET0608. Error: TimeoutError: timed out
2024-12-02 22:03:03,759 - ERROR: Error occurred at 2024-12-02 22:03:03 - TCP IP: 10.68.111.151, Port: 2404, Run: 2, METERID: MET0286. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device fdfbfff7fff7f5ef!
2024-12-03 22:00:24,843 - ERROR: Error occurred at 2024-12-03 22:00:24 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
2024-12-03 22:00:44,896 - ERROR: Error occurred at 2024-12-03 22:00:44 - TCP IP: 10.68.110.73, Port: 4002, Run: 2, METERID: MET0712. Error: TimeoutError: timed out
2024-12-03 22:01:04,938 - ERROR: Error occurred at 2024-12-03 22:01:04 - TCP IP: 10.72.191.214, Port: 4001, Run: 1, METERID: MET0608. Error: TimeoutError: timed out
2024-12-03 22:01:24,992 - ERROR: Error occurred at 2024-12-03 22:01:24 - TCP IP: 10.72.191.214, Port: 4002, Run: 2, METERID: MET0608. Error: TimeoutError: timed out
2024-12-03 22:01:30,590 - ERROR: Error occurred at 2024-12-03 22:01:30 - TCP IP: 10.68.111.151, Port: 2404, Run: 2, METERID: MET0286. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device fdfbfff7fff7f5ef!
2024-12-04 22:00:25,026 - ERROR: Error occurred at 2024-12-04 22:00:24 - TCP IP: 10.68.111.244, Port: 2402, Run: 1, METERID: MET0126. Error: TimeoutError: timed out
2024-12-04 22:01:38,927 - ERROR: Error occurred at 2024-12-04 22:01:38 - TCP IP: 10.68.110.73, Port: 4001, Run: 1, METERID: MET0712. Error: TimeoutError: timed out
