2024-10-11 15:00:46,656 - ERROR: Error occurred at 2024-10-11 15:00:46 - TCP IP: 10.68.110.163, Port: 2404, Run: 2, METERID: MET0363. Error: TimeoutError: timed out
2024-11-23 12:32:38,017 - ERROR: Error occurred at 2024-11-23 12:32:37 - TCP IP: 10.68.110.158, Port: 2402, Run: 1, METERID: MET0308. Error: TimeoutError: timed out
2024-11-23 12:32:53,402 - ERROR: Error occurred at 2024-11-23 12:32:53 - TCP IP: 10.68.110.158, Port: 2404, Run: 2, METERID: MET0308. Error: TimeoutError: timed out
2024-11-23 12:41:12,756 - ERROR: Error occurred at 2024-11-23 12:41:12 - TCP IP: 10.68.111.72, Port: 2402, Run: 1, METERID: MET0315. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-23 12:50:18,339 - ERROR: Error occurred at 2024-11-23 12:50:18 - TCP IP: 10.68.111.7, Port: 4001, Run: 1, METERID: MET0146. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-23 12:56:41,964 - ERROR: Error occurred at 2024-11-23 12:56:41 - TCP IP: 10.72.191.236, Port: 2402, Run: 1, METERID: MET0598. Error: TimeoutError: timed out
2024-11-24 12:05:23,956 - ERROR: Error occurred at 2024-11-24 12:05:23 - TCP IP: 10.68.110.215, Port: 2402, Run: 1, METERID: MET0388. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-11-24 12:05:39,187 - ERROR: Error occurred at 2024-11-24 12:05:39 - TCP IP: 10.68.110.163, Port: 2404, Run: 2, METERID: MET0363. Error: TimeoutError: timed out
2024-11-24 12:05:59,723 - ERROR: Error occurred at 2024-11-24 12:05:59 - TCP IP: 10.68.111.182, Port: 2402, Run: 1, METERID: MET0371. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-11-24 12:08:01,959 - ERROR: Error occurred at 2024-11-24 12:08:01 - TCP IP: 10.68.110.254, Port: 2402, Run: 1, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-24 12:08:06,139 - ERROR: Error occurred at 2024-11-24 12:08:06 - TCP IP: 10.68.110.254, Port: 2404, Run: 2, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-24 12:19:23,822 - ERROR: Error occurred at 2024-11-24 12:19:23 - TCP IP: 10.72.191.247, Port: 4002, Run: 2, METERID: MET0591. Error: TimeoutError: timed out
2024-11-24 12:32:14,228 - ERROR: Error occurred at 2024-11-24 12:32:14 - TCP IP: 10.68.110.158, Port: 2402, Run: 1, METERID: MET0308. Error: TimeoutError: timed out
2024-11-24 12:32:29,431 - ERROR: Error occurred at 2024-11-24 12:32:29 - TCP IP: 10.68.110.158, Port: 2404, Run: 2, METERID: MET0308. Error: TimeoutError: timed out
2024-11-24 12:41:04,265 - ERROR: Error occurred at 2024-11-24 12:41:04 - TCP IP: 10.68.111.72, Port: 2402, Run: 1, METERID: MET0315. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-24 12:50:11,316 - ERROR: Error occurred at 2024-11-24 12:50:11 - TCP IP: 10.68.111.7, Port: 4001, Run: 1, METERID: MET0146. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-24 12:56:43,843 - ERROR: Error occurred at 2024-11-24 12:56:43 - TCP IP: 10.72.191.236, Port: 2402, Run: 1, METERID: MET0598. Error: TimeoutError: timed out
2024-11-25 12:05:24,347 - ERROR: Error occurred at 2024-11-25 12:05:23 - TCP IP: 10.68.110.215, Port: 2402, Run: 1, METERID: MET0388. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-11-25 12:05:39,564 - ERROR: Error occurred at 2024-11-25 12:05:39 - TCP IP: 10.68.110.163, Port: 2404, Run: 2, METERID: MET0363. Error: TimeoutError: timed out
2024-11-25 12:06:00,619 - ERROR: Error occurred at 2024-11-25 12:06:00 - TCP IP: 10.68.111.182, Port: 2402, Run: 1, METERID: MET0371. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-11-25 12:07:58,420 - ERROR: Error occurred at 2024-11-25 12:07:58 - TCP IP: 10.68.110.254, Port: 2402, Run: 1, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-25 12:08:02,705 - ERROR: Error occurred at 2024-11-25 12:08:02 - TCP IP: 10.68.110.254, Port: 2404, Run: 2, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-25 12:19:15,709 - ERROR: Error occurred at 2024-11-25 12:19:15 - TCP IP: 10.72.191.247, Port: 4002, Run: 2, METERID: MET0591. Error: TimeoutError: timed out
2024-11-25 12:20:18,715 - ERROR: Error occurred at 2024-11-25 12:20:18 - TCP IP: 10.72.191.162, Port: 2404, Run: 2, METERID: MET0639. Error: TimeoutError: timed out
2024-11-25 12:32:00,545 - ERROR: Error occurred at 2024-11-25 12:32:00 - TCP IP: 10.68.110.158, Port: 2402, Run: 1, METERID: MET0308. Error: TimeoutError: timed out
2024-11-25 12:32:15,671 - ERROR: Error occurred at 2024-11-25 12:32:15 - TCP IP: 10.68.110.158, Port: 2404, Run: 2, METERID: MET0308. Error: TimeoutError: timed out
2024-11-25 12:40:34,949 - ERROR: Error occurred at 2024-11-25 12:40:34 - TCP IP: 10.68.111.72, Port: 2402, Run: 1, METERID: MET0315. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-25 12:49:33,361 - ERROR: Error occurred at 2024-11-25 12:49:33 - TCP IP: 10.68.111.7, Port: 4001, Run: 1, METERID: MET0146. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-26 12:05:24,236 - ERROR: Error occurred at 2024-11-26 12:05:24 - TCP IP: 10.68.110.215, Port: 2402, Run: 1, METERID: MET0388. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-11-26 12:05:39,576 - ERROR: Error occurred at 2024-11-26 12:05:39 - TCP IP: 10.68.110.163, Port: 2404, Run: 2, METERID: MET0363. Error: TimeoutError: timed out
2024-11-26 12:06:00,068 - ERROR: Error occurred at 2024-11-26 12:06:00 - TCP IP: 10.68.111.182, Port: 2402, Run: 1, METERID: MET0371. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-11-26 12:08:05,140 - ERROR: Error occurred at 2024-11-26 12:08:05 - TCP IP: 10.68.110.254, Port: 2402, Run: 1, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-26 12:08:09,067 - ERROR: Error occurred at 2024-11-26 12:08:09 - TCP IP: 10.68.110.254, Port: 2404, Run: 2, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-26 12:19:32,682 - ERROR: Error occurred at 2024-11-26 12:19:32 - TCP IP: 10.72.191.247, Port: 4002, Run: 2, METERID: MET0591. Error: TimeoutError: timed out
2024-11-26 12:32:18,671 - ERROR: Error occurred at 2024-11-26 12:32:18 - TCP IP: 10.68.110.158, Port: 2402, Run: 1, METERID: MET0308. Error: TimeoutError: timed out
2024-11-26 12:32:33,795 - ERROR: Error occurred at 2024-11-26 12:32:33 - TCP IP: 10.68.110.158, Port: 2404, Run: 2, METERID: MET0308. Error: TimeoutError: timed out
2024-11-26 12:40:57,091 - ERROR: Error occurred at 2024-11-26 12:40:57 - TCP IP: 10.68.111.72, Port: 2402, Run: 1, METERID: MET0315. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-26 12:50:06,825 - ERROR: Error occurred at 2024-11-26 12:50:06 - TCP IP: 10.68.111.7, Port: 4001, Run: 1, METERID: MET0146. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-26 12:56:42,621 - ERROR: Error occurred at 2024-11-26 12:56:42 - TCP IP: 10.72.191.236, Port: 2402, Run: 1, METERID: MET0598. Error: TimeoutError: timed out
2024-11-27 12:05:24,988 - ERROR: Error occurred at 2024-11-27 12:05:24 - TCP IP: 10.68.110.215, Port: 2402, Run: 1, METERID: MET0388. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-11-27 12:05:40,149 - ERROR: Error occurred at 2024-11-27 12:05:40 - TCP IP: 10.68.110.163, Port: 2404, Run: 2, METERID: MET0363. Error: TimeoutError: timed out
2024-11-27 12:06:00,953 - ERROR: Error occurred at 2024-11-27 12:06:00 - TCP IP: 10.68.111.182, Port: 2402, Run: 1, METERID: MET0371. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-11-27 12:07:57,467 - ERROR: Error occurred at 2024-11-27 12:07:57 - TCP IP: 10.68.110.254, Port: 2402, Run: 1, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-27 12:08:01,527 - ERROR: Error occurred at 2024-11-27 12:08:01 - TCP IP: 10.68.110.254, Port: 2404, Run: 2, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-27 12:19:17,137 - ERROR: Error occurred at 2024-11-27 12:19:17 - TCP IP: 10.72.191.247, Port: 4002, Run: 2, METERID: MET0591. Error: TimeoutError: timed out
2024-11-27 12:26:10,440 - ERROR: Error occurred at 2024-11-27 12:26:10 - TCP IP: 10.68.110.206, Port: 4001, Run: 1, METERID: MET0669. Error: TimeoutError: timed out
2024-11-27 12:31:59,793 - ERROR: Error occurred at 2024-11-27 12:31:59 - TCP IP: 10.68.110.158, Port: 2402, Run: 1, METERID: MET0308. Error: TimeoutError: timed out
2024-11-27 12:32:15,041 - ERROR: Error occurred at 2024-11-27 12:32:15 - TCP IP: 10.68.110.158, Port: 2404, Run: 2, METERID: MET0308. Error: TimeoutError: timed out
2024-11-27 12:33:54,308 - ERROR: Error occurred at 2024-11-27 12:33:54 - TCP IP: 10.72.191.180, Port: 4002, Run: 2, METERID: MET0612. Error: ValueError: invalid literal for int() with base 16: ''
2024-11-27 12:40:33,495 - ERROR: Error occurred at 2024-11-27 12:40:33 - TCP IP: 10.68.111.72, Port: 2402, Run: 1, METERID: MET0315. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-27 12:49:57,584 - ERROR: Error occurred at 2024-11-27 12:49:57 - TCP IP: 10.68.111.7, Port: 4001, Run: 1, METERID: MET0146. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-27 12:56:22,791 - ERROR: Error occurred at 2024-11-27 12:56:22 - TCP IP: 10.72.191.236, Port: 2402, Run: 1, METERID: MET0598. Error: TimeoutError: timed out
2024-11-28 12:05:24,354 - ERROR: Error occurred at 2024-11-28 12:05:24 - TCP IP: 10.68.110.215, Port: 2402, Run: 1, METERID: MET0388. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-11-28 12:05:39,624 - ERROR: Error occurred at 2024-11-28 12:05:39 - TCP IP: 10.68.110.163, Port: 2404, Run: 2, METERID: MET0363. Error: TimeoutError: timed out
2024-11-28 12:06:00,212 - ERROR: Error occurred at 2024-11-28 12:06:00 - TCP IP: 10.68.111.182, Port: 2402, Run: 1, METERID: MET0371. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-11-28 12:08:00,227 - ERROR: Error occurred at 2024-11-28 12:08:00 - TCP IP: 10.68.110.254, Port: 2402, Run: 1, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-28 12:08:04,153 - ERROR: Error occurred at 2024-11-28 12:08:04 - TCP IP: 10.68.110.254, Port: 2404, Run: 2, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-28 12:19:09,949 - ERROR: Error occurred at 2024-11-28 12:19:09 - TCP IP: 10.72.191.247, Port: 4002, Run: 2, METERID: MET0591. Error: TimeoutError: timed out
2024-11-28 12:32:06,163 - ERROR: Error occurred at 2024-11-28 12:32:06 - TCP IP: 10.68.110.158, Port: 2402, Run: 1, METERID: MET0308. Error: TimeoutError: timed out
2024-11-28 12:32:21,367 - ERROR: Error occurred at 2024-11-28 12:32:21 - TCP IP: 10.68.110.158, Port: 2404, Run: 2, METERID: MET0308. Error: TimeoutError: timed out
2024-11-28 12:40:49,879 - ERROR: Error occurred at 2024-11-28 12:40:49 - TCP IP: 10.68.111.72, Port: 2402, Run: 1, METERID: MET0315. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-28 12:50:14,572 - ERROR: Error occurred at 2024-11-28 12:50:14 - TCP IP: 10.68.111.7, Port: 4001, Run: 1, METERID: MET0146. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-29 12:05:24,886 - ERROR: Error occurred at 2024-11-29 12:05:24 - TCP IP: 10.68.110.215, Port: 2402, Run: 1, METERID: MET0388. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-11-29 12:05:40,104 - ERROR: Error occurred at 2024-11-29 12:05:39 - TCP IP: 10.68.110.163, Port: 2404, Run: 2, METERID: MET0363. Error: TimeoutError: timed out
2024-11-29 12:06:00,846 - ERROR: Error occurred at 2024-11-29 12:06:00 - TCP IP: 10.68.111.182, Port: 2402, Run: 1, METERID: MET0371. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-11-29 12:08:03,138 - ERROR: Error occurred at 2024-11-29 12:08:03 - TCP IP: 10.68.110.254, Port: 2402, Run: 1, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-29 12:08:07,140 - ERROR: Error occurred at 2024-11-29 12:08:07 - TCP IP: 10.68.110.254, Port: 2404, Run: 2, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-29 12:19:12,234 - ERROR: Error occurred at 2024-11-29 12:19:12 - TCP IP: 10.72.191.247, Port: 4002, Run: 2, METERID: MET0591. Error: TimeoutError: timed out
2024-11-29 12:21:44,359 - ERROR: Error occurred at 2024-11-29 12:21:44 - TCP IP: 10.68.111.27, Port: 2404, Run: 2, METERID: MET0142. Error: TimeoutError: timed out
2024-11-29 12:30:09,251 - ERROR: Error occurred at 2024-11-29 12:30:08 - TCP IP: 10.68.111.59, Port: 2402, Run: 1, METERID: MET0401. Error: TimeoutError: timed out
2024-11-29 12:31:47,001 - ERROR: Error occurred at 2024-11-29 12:31:46 - TCP IP: 10.68.110.158, Port: 2402, Run: 1, METERID: MET0308. Error: TimeoutError: timed out
2024-11-29 12:32:02,294 - ERROR: Error occurred at 2024-11-29 12:32:02 - TCP IP: 10.68.110.158, Port: 2404, Run: 2, METERID: MET0308. Error: TimeoutError: timed out
2024-11-29 12:33:45,520 - ERROR: Error occurred at 2024-11-29 12:33:45 - TCP IP: 10.72.191.180, Port: 4002, Run: 2, METERID: MET0612. Error: ValueError: invalid literal for int() with base 16: ''
2024-11-29 12:40:30,731 - ERROR: Error occurred at 2024-11-29 12:40:30 - TCP IP: 10.68.111.72, Port: 2402, Run: 1, METERID: MET0315. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-29 12:49:54,373 - ERROR: Error occurred at 2024-11-29 12:49:54 - TCP IP: 10.68.111.7, Port: 4001, Run: 1, METERID: MET0146. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-30 12:05:42,258 - ERROR: Error occurred at 2024-11-30 12:05:42 - TCP IP: 10.68.110.163, Port: 2404, Run: 2, METERID: MET0363. Error: TimeoutError: timed out
2024-11-30 12:06:02,709 - ERROR: Error occurred at 2024-11-30 12:06:02 - TCP IP: 10.68.111.182, Port: 2402, Run: 1, METERID: MET0371. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-11-30 12:08:02,462 - ERROR: Error occurred at 2024-11-30 12:08:02 - TCP IP: 10.68.110.254, Port: 2402, Run: 1, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-30 12:08:06,636 - ERROR: Error occurred at 2024-11-30 12:08:06 - TCP IP: 10.68.110.254, Port: 2404, Run: 2, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-30 12:11:02,157 - ERROR: Error occurred at 2024-11-30 12:11:01 - TCP IP: 10.68.110.38, Port: 2402, Run: 1, METERID: MET0373. Error: TimeoutError: timed out
2024-11-30 12:19:12,270 - ERROR: Error occurred at 2024-11-30 12:19:12 - TCP IP: 10.72.191.247, Port: 4002, Run: 2, METERID: MET0591. Error: TimeoutError: timed out
2024-11-30 12:32:13,328 - ERROR: Error occurred at 2024-11-30 12:32:13 - TCP IP: 10.68.110.158, Port: 2402, Run: 1, METERID: MET0308. Error: TimeoutError: timed out
2024-11-30 12:32:28,737 - ERROR: Error occurred at 2024-11-30 12:32:28 - TCP IP: 10.68.110.158, Port: 2404, Run: 2, METERID: MET0308. Error: TimeoutError: timed out
2024-11-30 12:41:10,774 - ERROR: Error occurred at 2024-11-30 12:41:10 - TCP IP: 10.68.111.72, Port: 2402, Run: 1, METERID: MET0315. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-11-30 12:50:36,583 - ERROR: Error occurred at 2024-11-30 12:50:36 - TCP IP: 10.68.111.7, Port: 4001, Run: 1, METERID: MET0146. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-01 12:05:44,561 - ERROR: Error occurred at 2024-12-01 12:05:44 - TCP IP: 10.68.110.163, Port: 2404, Run: 2, METERID: MET0363. Error: TimeoutError: timed out
2024-12-01 12:06:05,256 - ERROR: Error occurred at 2024-12-01 12:06:05 - TCP IP: 10.68.111.182, Port: 2402, Run: 1, METERID: MET0371. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-12-01 12:08:03,342 - ERROR: Error occurred at 2024-12-01 12:08:03 - TCP IP: 10.68.110.254, Port: 2402, Run: 1, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-01 12:08:07,281 - ERROR: Error occurred at 2024-12-01 12:08:07 - TCP IP: 10.68.110.254, Port: 2404, Run: 2, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-01 12:18:58,314 - ERROR: Error occurred at 2024-12-01 12:18:58 - TCP IP: 10.72.191.247, Port: 4002, Run: 2, METERID: MET0591. Error: TimeoutError: timed out
2024-12-01 12:31:10,559 - ERROR: Error occurred at 2024-12-01 12:31:10 - TCP IP: 10.68.110.158, Port: 2402, Run: 1, METERID: MET0308. Error: TimeoutError: timed out
2024-12-01 12:31:25,655 - ERROR: Error occurred at 2024-12-01 12:31:25 - TCP IP: 10.68.110.158, Port: 2404, Run: 2, METERID: MET0308. Error: TimeoutError: timed out
2024-12-01 12:32:44,676 - ERROR: Error occurred at 2024-12-01 12:32:44 - TCP IP: 10.72.191.180, Port: 4001, Run: 1, METERID: MET0612. Error: ValueError: invalid literal for int() with base 16: ''
2024-12-01 12:33:03,870 - ERROR: Error occurred at 2024-12-01 12:33:03 - TCP IP: 10.72.191.180, Port: 4002, Run: 2, METERID: MET0612. Error: TimeoutError: timed out
2024-12-01 12:39:17,432 - ERROR: Error occurred at 2024-12-01 12:39:17 - TCP IP: 10.68.111.72, Port: 2402, Run: 1, METERID: MET0315. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-01 12:42:43,788 - ERROR: Error occurred at 2024-12-01 12:42:43 - TCP IP: 10.68.111.50, Port: 4002, Run: 2, METERID: MET0298. Error: TimeoutError: timed out
2024-12-01 12:48:09,032 - ERROR: Error occurred at 2024-12-01 12:48:08 - TCP IP: 10.68.111.7, Port: 4001, Run: 1, METERID: MET0146. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-01 12:55:58,008 - ERROR: Error occurred at 2024-12-01 12:55:57 - TCP IP: 10.68.111.180, Port: 2402, Run: 1, METERID: MET0463. Error: TimeoutError: timed out
2024-12-02 12:05:44,276 - ERROR: Error occurred at 2024-12-02 12:05:44 - TCP IP: 10.68.110.163, Port: 2404, Run: 2, METERID: MET0363. Error: TimeoutError: timed out
2024-12-02 12:06:05,001 - ERROR: Error occurred at 2024-12-02 12:06:04 - TCP IP: 10.68.111.182, Port: 2402, Run: 1, METERID: MET0371. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-12-02 12:08:00,808 - ERROR: Error occurred at 2024-12-02 12:08:00 - TCP IP: 10.68.110.254, Port: 2402, Run: 1, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-02 12:08:04,997 - ERROR: Error occurred at 2024-12-02 12:08:04 - TCP IP: 10.68.110.254, Port: 2404, Run: 2, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-02 12:19:00,673 - ERROR: Error occurred at 2024-12-02 12:19:00 - TCP IP: 10.72.191.247, Port: 4002, Run: 2, METERID: MET0591. Error: TimeoutError: timed out
2024-12-02 12:31:14,733 - ERROR: Error occurred at 2024-12-02 12:31:14 - TCP IP: 10.68.110.158, Port: 2402, Run: 1, METERID: MET0308. Error: TimeoutError: timed out
2024-12-02 12:31:29,826 - ERROR: Error occurred at 2024-12-02 12:31:29 - TCP IP: 10.68.110.158, Port: 2404, Run: 2, METERID: MET0308. Error: TimeoutError: timed out
2024-12-02 12:39:29,933 - ERROR: Error occurred at 2024-12-02 12:39:29 - TCP IP: 10.68.111.72, Port: 2402, Run: 1, METERID: MET0315. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-02 12:48:31,129 - ERROR: Error occurred at 2024-12-02 12:48:31 - TCP IP: 10.68.111.7, Port: 4001, Run: 1, METERID: MET0146. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-03 12:10:15,186 - ERROR: Error occurred at 2024-12-03 12:10:15 - TCP IP: 10.68.110.163, Port: 2404, Run: 2, METERID: MET0363. Error: TimeoutError: timed out
2024-12-03 12:10:35,837 - ERROR: Error occurred at 2024-12-03 12:10:35 - TCP IP: 10.68.111.182, Port: 2402, Run: 1, METERID: MET0371. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-12-03 12:12:30,451 - ERROR: Error occurred at 2024-12-03 12:12:30 - TCP IP: 10.68.110.254, Port: 2402, Run: 1, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-03 12:12:34,615 - ERROR: Error occurred at 2024-12-03 12:12:34 - TCP IP: 10.68.110.254, Port: 2404, Run: 2, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-03 12:23:28,902 - ERROR: Error occurred at 2024-12-03 12:23:28 - TCP IP: 10.72.191.247, Port: 4002, Run: 2, METERID: MET0591. Error: TimeoutError: timed out
2024-12-03 12:28:49,499 - ERROR: Error occurred at 2024-12-03 12:28:49 - TCP IP: 10.68.111.246, Port: 2402, Run: 1, METERID: MET0379. Error: TimeoutError: timed out
2024-12-03 12:35:41,365 - ERROR: Error occurred at 2024-12-03 12:35:41 - TCP IP: 10.68.110.158, Port: 2402, Run: 1, METERID: MET0308. Error: TimeoutError: timed out
2024-12-03 12:35:56,451 - ERROR: Error occurred at 2024-12-03 12:35:56 - TCP IP: 10.68.110.158, Port: 2404, Run: 2, METERID: MET0308. Error: TimeoutError: timed out
2024-12-03 12:42:32,219 - ERROR: Error occurred at 2024-12-03 12:42:32 - TCP IP: 10.68.111.209, Port: 2402, Run: 1, METERID: MET0735. Error: TimeoutError: timed out
2024-12-03 12:43:54,250 - ERROR: Error occurred at 2024-12-03 12:43:54 - TCP IP: 10.68.111.72, Port: 2402, Run: 1, METERID: MET0315. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-03 12:52:53,883 - ERROR: Error occurred at 2024-12-03 12:52:53 - TCP IP: 10.68.111.7, Port: 4001, Run: 1, METERID: MET0146. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-03 12:57:08,776 - ERROR: Error occurred at 2024-12-03 12:57:08 - TCP IP: 10.68.111.126, Port: 2402, Run: 1, METERID: MET0391. Error: TimeoutError: timed out
2024-12-04 12:05:45,403 - ERROR: Error occurred at 2024-12-04 12:05:45 - TCP IP: 10.68.110.163, Port: 2404, Run: 2, METERID: MET0363. Error: TimeoutError: timed out
2024-12-04 12:06:06,183 - ERROR: Error occurred at 2024-12-04 12:06:06 - TCP IP: 10.68.111.182, Port: 2402, Run: 1, METERID: MET0371. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-12-04 12:08:01,141 - ERROR: Error occurred at 2024-12-04 12:08:01 - TCP IP: 10.68.110.254, Port: 2402, Run: 1, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-04 12:08:05,117 - ERROR: Error occurred at 2024-12-04 12:08:05 - TCP IP: 10.68.110.254, Port: 2404, Run: 2, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-04 12:18:58,872 - ERROR: Error occurred at 2024-12-04 12:18:58 - TCP IP: 10.72.191.247, Port: 4002, Run: 2, METERID: MET0591. Error: TimeoutError: timed out
2024-12-04 12:31:14,430 - ERROR: Error occurred at 2024-12-04 12:31:14 - TCP IP: 10.68.110.158, Port: 2402, Run: 1, METERID: MET0308. Error: TimeoutError: timed out
2024-12-04 12:31:29,523 - ERROR: Error occurred at 2024-12-04 12:31:29 - TCP IP: 10.68.110.158, Port: 2404, Run: 2, METERID: MET0308. Error: TimeoutError: timed out
2024-12-04 12:39:29,564 - ERROR: Error occurred at 2024-12-04 12:39:29 - TCP IP: 10.68.111.72, Port: 2402, Run: 1, METERID: MET0315. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-04 12:48:25,406 - ERROR: Error occurred at 2024-12-04 12:48:25 - TCP IP: 10.68.111.7, Port: 4001, Run: 1, METERID: MET0146. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-05 12:05:45,506 - ERROR: Error occurred at 2024-12-05 12:05:45 - TCP IP: 10.68.110.163, Port: 2404, Run: 2, METERID: MET0363. Error: TimeoutError: timed out
2024-12-05 12:06:06,247 - ERROR: Error occurred at 2024-12-05 12:06:06 - TCP IP: 10.68.111.182, Port: 2402, Run: 1, METERID: MET0371. Error: DatabaseError: ORA-00984: un nom de colonne n'est pas autorisé ici
2024-12-05 12:08:02,237 - ERROR: Error occurred at 2024-12-05 12:08:02 - TCP IP: 10.68.110.254, Port: 2402, Run: 1, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-05 12:08:06,241 - ERROR: Error occurred at 2024-12-05 12:08:06 - TCP IP: 10.68.110.254, Port: 2404, Run: 2, METERID: MET0394. Error: BadRequest: 400 Bad Request: Error: Unexpected response code from device 018302c0f1!
2024-12-05 12:10:09,552 - ERROR: Error occurred at 2024-12-05 12:10:09 - TCP IP: 10.68.111.241, Port: 2402, Run: 1, METERID: MET0370. Error: TimeoutError: timed out
